country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
USA,Colonial,Arid,93.9,59.8,2,10,2,3,1,1,0,1,1,0,1,0,Red Brick,Hip,Vinyl,25,14,Single Hung,Premium,2015,0,Rustic,5615.22,12.89,3189.0,6378.0,8,1532379.0,314,240.26
Australia,Victorian,Tropical,125.9,48.8,2,10,3,2,1,1,0,0,0,1,0,0,Steel Frame,Mansard,Ceramic Tile,28,8,Casement,Standard,1971,1,Traditional,6143.92,14.1,3869.0,7738.0,7,2098927.0,328,271.25
USA,Mediterranean,Mediterranean,125.1,66.9,3,11,4,4,1,1,0,0,1,1,1,0,Steel Frame,Gable,Laminate,14,16,Casement,Standard,2017,0,Modern,8369.19,19.21,4200.0,12600.0,10,2409525.0,522,191.23
USA,Ranch,Continental,113.8,101.6,2,12,4,3,1,1,1,1,1,1,0,0,AAC Block,Hip,Vinyl,20,13,Casement,Premium,1975,1,Minimalist,11562.08,26.54,4905.0,9810.0,11,2328466.0,389,237.36
USA,Traditional,Arid,136.3,105.2,2,11,5,3,1,1,1,1,1,0,0,1,Concrete Block,Hip,Laminate,25,15,Single Hung,Premium,2011,1,Traditional,14338.760000000002,32.92,6925.0,13850.0,12,2780194.0,539,200.74
Germany,Cottage,Temperate,53.9,116.0,3,11,3,2,2,1,0,0,1,1,0,0,Red Brick,Mansard,Granite,16,8,Sliding,Premium,2013,0,Contemporary,6252.4,14.35,3332.0,9996.0,8,2356639.0,411,235.76
Canada,Cottage,Arid,51.3,52.6,2,10,2,2,1,1,0,1,1,0,1,0,AAC Block,Shed,Hardwood,24,17,Sliding,Premium,1993,1,Traditional,2698.38,6.19,1189.0,2378.0,7,727708.0,183,306.02
UK,Victorian,Temperate,125.9,86.8,1,11,3,1,1,1,0,0,1,1,1,0,Concrete Block,Flat,Hardwood,8,5,Double Hung,Premium,1961,0,Contemporary,10928.12,25.09,5852.0,5852.0,6,1442815.0,264,246.55
Australia,Ranch,Tropical,68.5,90.9,3,11,2,2,1,1,1,1,1,0,0,0,AAC Block,Flat,Vinyl,13,16,Single Hung,Premium,2024,1,Rustic,6226.650000000001,14.29,3181.0,9543.0,8,2399104.0,400,251.4
Japan,Modern,Continental,91.5,43.2,3,10,2,3,1,1,1,0,0,0,0,0,AAC Block,Shed,Vinyl,7,17,Double Hung,Standard,2012,1,Contemporary,3952.8,9.07,2601.0,7803.0,8,1651733.0,348,211.68
Australia,Colonial,Mediterranean,119.3,59.9,1,10,4,3,1,1,1,1,0,1,0,0,Red Brick,Mansard,Laminate,26,18,Double Hung,Premium,1975,1,Rustic,7146.07,16.41,3532.0,3532.0,11,845183.0,176,239.29
France,Contemporary,Mediterranean,77.5,57.5,1,10,5,3,1,1,0,1,0,1,0,0,Red Brick,Hip,Ceramic Tile,22,7,Casement,Standard,2011,1,Minimalist,4456.25,10.23,2862.0,2862.0,11,609379.0,171,212.92
Australia,Craftsman,Continental,45.6,118.7,3,12,2,4,2,1,1,1,1,1,1,0,Concrete Block,Mansard,Granite,26,5,Double Hung,Premium,1962,1,Minimalist,5412.72,12.43,3704.0,11112.0,11,2614584.0,464,235.29
UK,Craftsman,Tropical,111.5,116.0,2,9,3,2,2,1,1,1,1,1,1,0,AAC Block,Gable,Ceramic Tile,24,19,Casement,Luxury,1966,0,Rustic,12934.0,29.69,6358.0,12716.0,10,5763486.0,505,453.25
USA,Colonial,Tropical,128.1,103.1,1,12,3,3,2,1,1,1,1,0,1,0,Concrete Block,Gable,Ceramic Tile,10,5,Single Hung,Premium,2015,0,Contemporary,13207.109999999999,30.32,8766.0,8766.0,11,1414920.0,368,161.41
India,Traditional,Arid,31.5,69.9,2,9,6,3,1,1,1,1,1,0,1,0,Red Brick,Hip,Ceramic Tile,26,17,Floor to Ceiling,Standard,1994,0,Rustic,2201.8500000000004,5.05,1330.0,2660.0,13,145115.0,188,54.55
Germany,Minimalist,Tropical,97.5,50.1,2,10,4,4,1,1,0,1,0,1,1,0,Wood Frame,Flat,Marble,13,15,Double Hung,Standard,2000,1,Modern,4884.75,11.21,2987.0,5974.0,11,1128238.0,302,188.86
Japan,Traditional,Arid,86.3,112.0,1,10,3,2,1,1,1,1,1,1,0,0,Red Brick,Mansard,Hardwood,20,6,Casement,Economy,1977,1,Traditional,9665.6,22.19,6305.0,6305.0,9,912146.0,274,144.67
Canada,Cottage,Temperate,61.2,50.5,2,10,3,5,2,1,1,1,1,0,1,1,Concrete Block,Mansard,Marble,24,9,Floor to Ceiling,Premium,1983,0,Traditional,3090.6000000000004,7.1,1796.0,3592.0,13,744479.0,256,207.26
Italy,Contemporary,Continental,49.3,74.6,2,12,3,3,1,1,1,1,1,1,1,0,Wood Frame,Flat,Vinyl,28,12,Floor to Ceiling,Luxury,1971,1,Minimalist,3677.7799999999993,8.44,2012.0,4024.0,10,1265435.0,235,314.47
USA,Cottage,Temperate,52.6,48.3,2,10,3,1,1,1,1,0,1,1,0,0,Red Brick,Gable,Ceramic Tile,8,18,Double Hung,Standard,1976,1,Traditional,2540.58,5.83,1187.0,2374.0,7,445798.0,170,187.78
France,Mediterranean,Temperate,117.0,117.3,2,10,4,1,1,1,1,1,0,1,0,0,AAC Block,Hip,Vinyl,15,17,Sliding,Luxury,1990,1,Contemporary,13724.1,31.51,5555.0,11110.0,9,4712285.0,440,424.15
Australia,Cottage,Temperate,94.3,29.0,1,10,3,4,1,1,1,1,1,1,1,0,Wood Frame,Gable,Granite,28,11,Double Hung,Standard,1998,1,Modern,2734.7,6.28,1116.0,1116.0,11,229284.0,128,205.45
Italy,Craftsman,Temperate,147.7,41.6,1,10,1,2,1,1,0,0,1,1,1,0,Concrete Block,Gable,Granite,17,16,Sliding,Premium,1974,1,Traditional,6144.32,14.11,3237.0,3237.0,5,843045.0,193,260.44
Italy,Craftsman,Mediterranean,59.2,97.7,2,12,2,2,2,1,1,1,1,1,1,0,Concrete Block,Gable,Vinyl,20,10,Sliding,Standard,1979,0,Modern,5783.84,13.28,3556.0,7112.0,9,1223959.0,322,172.1
France,Contemporary,Tropical,144.8,39.4,1,10,2,3,1,1,1,1,1,1,0,0,Red Brick,Flat,Vinyl,27,9,Casement,Economy,2011,1,Rustic,5705.12,13.1,3842.0,3842.0,9,524497.0,186,136.52
USA,Cottage,Continental,91.8,118.0,2,10,4,2,1,1,1,1,1,1,1,0,Wood Frame,Hip,Hardwood,9,9,Single Hung,Luxury,2009,0,Contemporary,10832.4,24.87,7423.0,14846.0,10,4264135.0,569,287.22
Spain,Colonial,Continental,47.5,55.5,2,11,6,2,1,1,1,1,1,0,0,0,Red Brick,Flat,Ceramic Tile,17,14,Single Hung,Standard,2005,0,Contemporary,2636.25,6.05,1131.0,2262.0,12,356855.0,166,157.76
USA,Colonial,Temperate,47.8,112.3,2,12,3,3,2,1,1,0,1,0,1,0,Red Brick,Flat,Laminate,6,7,Casement,Standard,1991,1,Contemporary,5367.94,12.32,3092.0,6184.0,10,1108872.0,297,179.31
Spain,Victorian,Continental,103.0,87.9,2,11,2,5,1,1,1,1,1,1,1,0,Red Brick,Gable,Laminate,14,8,Casement,Premium,2020,1,Rustic,9053.7,20.78,3776.0,7552.0,11,1490129.0,348,197.32
Germany,Minimalist,Arid,129.8,85.2,2,12,4,2,2,1,1,0,0,0,1,0,Wood Frame,Hip,Ceramic Tile,11,18,Sliding,Economy,2013,1,Minimalist,11058.960000000001,25.39,5591.0,11182.0,10,1640688.0,446,146.73
India,Contemporary,Continental,119.7,112.0,1,10,4,1,1,1,1,1,1,0,1,0,Red Brick,Gable,Hardwood,7,18,Single Hung,Economy,1975,1,Modern,13406.4,30.78,8891.0,8891.0,9,524298.0,360,58.97
Australia,Cottage,Temperate,108.7,73.8,1,11,4,3,1,1,1,1,1,0,0,0,Concrete Block,Gable,Ceramic Tile,10,11,Sliding,Premium,1984,1,Rustic,8022.0599999999995,18.42,4873.0,4873.0,11,996637.0,227,204.52
India,Contemporary,Continental,50.7,63.1,1,9,4,3,1,1,1,1,0,1,1,0,Wood Frame,Gable,Marble,23,18,Single Hung,Standard,1974,0,Contemporary,3199.17,7.34,1740.0,1740.0,11,109958.0,143,63.19
India,Traditional,Tropical,43.0,45.7,3,10,4,2,1,1,1,1,1,1,0,0,Concrete Block,Gable,Hardwood,24,12,Double Hung,Standard,1976,1,Modern,1965.1000000000001,4.51,1209.0,3627.0,10,197041.0,238,54.33
UK,Modern,Temperate,30.0,38.7,2,9,4,2,1,1,1,1,0,1,0,0,Concrete Block,Shed,Ceramic Tile,26,15,Double Hung,Standard,1988,1,Rustic,1161.0,2.67,804.0,1608.0,10,323577.0,154,201.23
Spain,Ranch,Mediterranean,42.2,100.2,1,10,5,4,1,1,0,1,1,1,1,0,AAC Block,Gable,Hardwood,21,17,Single Hung,Luxury,1983,1,Minimalist,4228.4400000000005,9.71,2342.0,2342.0,12,843994.0,165,360.37
Germany,Traditional,Tropical,122.0,37.2,2,10,5,2,2,1,1,0,1,0,1,0,AAC Block,Hip,Marble,23,7,Double Hung,Standard,1981,0,Minimalist,4538.400000000001,10.42,2708.0,5416.0,11,1278316.0,280,236.03
Germany,Traditional,Continental,137.4,62.4,2,9,1,3,1,1,1,1,1,1,0,1,Red Brick,Flat,Ceramic Tile,14,13,Casement,Economy,1970,1,Contemporary,8573.76,19.68,4201.0,8402.0,8,1147646.0,375,136.59
USA,Cottage,Mediterranean,58.8,63.9,2,10,4,3,1,1,1,0,1,1,0,0,Red Brick,Gable,Marble,9,7,Floor to Ceiling,Luxury,1978,0,Minimalist,3757.3199999999997,8.63,1756.0,3512.0,10,1125801.0,208,320.56
Canada,Modern,Tropical,125.4,88.1,3,9,5,3,1,1,1,0,1,0,0,0,Red Brick,Mansard,Hardwood,6,5,Floor to Ceiling,Standard,1986,0,Contemporary,11047.74,25.36,7600.0,22800.0,11,3361469.0,812,147.43
France,Colonial,Arid,53.9,51.5,2,11,4,4,2,1,1,1,1,1,0,0,Wood Frame,Hip,Marble,26,11,Double Hung,Luxury,1969,1,Modern,2775.85,6.37,1287.0,2574.0,13,1010329.0,175,392.51
UK,Colonial,Tropical,59.9,104.6,2,10,2,3,1,1,1,0,0,1,0,0,Wood Frame,Gable,Ceramic Tile,11,8,Casement,Standard,1982,0,Traditional,6265.54,14.38,4064.0,8128.0,8,1272350.0,346,156.54
USA,Traditional,Mediterranean,56.9,44.7,1,11,4,4,1,1,1,0,1,1,1,0,Concrete Block,Flat,Hardwood,8,17,Floor to Ceiling,Economy,2004,0,Minimalist,2543.4300000000003,5.84,1178.0,1178.0,11,136276.0,126,115.68
UK,Minimalist,Arid,36.2,100.0,1,10,3,3,1,1,1,0,0,1,0,0,Concrete Block,Flat,Vinyl,21,17,Casement,Standard,1999,1,Modern,3620.0000000000005,8.31,2182.0,2182.0,9,373766.0,139,171.3
Germany,Colonial,Continental,53.3,105.7,2,10,2,2,2,1,1,0,0,0,0,0,Red Brick,Hip,Laminate,16,15,Single Hung,Standard,2014,1,Rustic,5633.8099999999995,12.93,2417.0,4834.0,8,910135.0,253,188.28
Australia,Mediterranean,Temperate,74.8,43.4,1,10,3,1,2,1,1,0,1,1,1,0,Wood Frame,Hip,Ceramic Tile,7,13,Sliding,Standard,2023,0,Contemporary,3246.3199999999997,7.45,1794.0,1794.0,8,325418.0,156,181.39
France,Traditional,Continental,78.7,101.9,2,11,6,3,2,1,1,0,1,1,0,0,AAC Block,Flat,Ceramic Tile,9,7,Single Hung,Premium,2001,1,Contemporary,8019.530000000001,18.41,4118.0,8236.0,13,2451311.0,345,297.63
UK,Ranch,Temperate,67.1,92.8,2,10,4,3,1,1,0,1,0,1,1,0,Red Brick,Mansard,Marble,29,10,Floor to Ceiling,Premium,2004,1,Modern,6226.879999999999,14.29,2686.0,5372.0,10,1599226.0,268,297.7
France,Modern,Temperate,91.8,108.1,2,9,6,5,1,1,1,0,1,1,0,0,Steel Frame,Hip,Marble,7,7,Casement,Luxury,2006,1,Minimalist,9923.58,22.78,4005.0,8010.0,14,4607825.0,345,575.26
USA,Victorian,Mediterranean,75.4,73.4,1,10,5,3,1,1,1,1,1,0,1,0,Red Brick,Gable,Hardwood,14,8,Sliding,Premium,1963,1,Rustic,5534.360000000001,12.71,2894.0,2894.0,12,811331.0,191,280.35
India,Craftsman,Arid,146.4,47.2,2,11,5,4,1,1,1,0,1,0,1,0,Wood Frame,Gable,Laminate,12,16,Double Hung,Economy,1968,0,Minimalist,6910.080000000001,15.86,3582.0,7164.0,12,223402.0,332,31.18
Australia,Contemporary,Arid,126.9,111.6,3,10,4,2,1,1,0,0,1,1,0,0,Concrete Block,Flat,Granite,20,9,Casement,Luxury,1967,1,Minimalist,14162.039999999999,32.51,7104.0,21312.0,8,7656919.0,763,359.28
USA,Traditional,Tropical,141.7,100.1,1,10,3,4,1,1,0,1,1,1,1,0,Stone,Flat,Laminate,11,15,Casement,Standard,1992,1,Traditional,14184.169999999998,32.56,9582.0,9582.0,10,2499001.0,389,260.8
Canada,Colonial,Continental,96.9,27.0,3,10,4,2,1,1,1,0,1,1,1,0,Concrete Block,Hip,Granite,29,18,Single Hung,Standard,2021,0,Minimalist,2616.3,6.01,1470.0,4410.0,9,692165.0,273,156.95
USA,Contemporary,Mediterranean,111.4,114.2,2,12,1,5,1,1,1,0,1,0,0,0,Stone,Gable,Ceramic Tile,29,11,Floor to Ceiling,Premium,2022,0,Traditional,12721.880000000001,29.21,7814.0,15628.0,9,4408106.0,568,282.06
Australia,Ranch,Continental,50.0,115.1,2,10,4,3,1,1,1,1,1,1,0,0,Concrete Block,Hip,Hardwood,27,9,Double Hung,Standard,2007,0,Contemporary,5755.0,13.21,3887.0,7774.0,11,1190955.0,330,153.2
India,Cottage,Tropical,120.3,58.8,2,10,6,3,2,1,1,0,1,0,1,0,Steel Frame,Hip,Ceramic Tile,13,8,Floor to Ceiling,Standard,2002,1,Rustic,7073.639999999999,16.24,3934.0,7868.0,13,523156.0,342,66.49
Japan,Craftsman,Tropical,58.3,26.0,2,10,5,3,1,1,1,1,1,0,1,0,Red Brick,Hip,Vinyl,29,17,Casement,Economy,2013,1,Rustic,1515.8,3.48,659.0,1318.0,12,234749.0,155,178.11
USA,Minimalist,Mediterranean,47.5,77.5,2,12,2,2,1,1,0,1,1,0,1,0,Wood Frame,Hip,Hardwood,15,12,Sliding,Standard,2014,1,Rustic,3681.25,8.45,2150.0,4300.0,7,701618.0,251,163.17
USA,Victorian,Tropical,35.0,111.8,2,11,2,2,2,1,1,1,1,1,0,0,AAC Block,Flat,Vinyl,6,7,Floor to Ceiling,Premium,1982,1,Contemporary,3913.0,8.98,1946.0,3892.0,9,1035879.0,222,266.16
Germany,Cottage,Mediterranean,86.7,36.8,2,10,5,2,1,1,0,0,1,0,0,0,Red Brick,Flat,Granite,24,14,Sliding,Economy,2002,1,Modern,3190.56,7.32,2016.0,4032.0,9,663542.0,221,164.57
UK,Ranch,Tropical,64.4,81.1,2,10,2,3,1,1,1,1,0,1,0,0,Concrete Block,Mansard,Marble,11,18,Double Hung,Premium,1977,0,Minimalist,5222.84,11.99,3314.0,6628.0,9,1393375.0,298,210.23
Canada,Colonial,Arid,148.4,94.5,1,11,6,2,1,1,1,1,1,1,1,0,Concrete Block,Flat,Vinyl,20,18,Double Hung,Economy,2022,1,Rustic,14023.800000000001,32.19,8823.0,8823.0,12,1176680.0,350,133.37
Italy,Mediterranean,Mediterranean,60.0,37.8,1,12,3,3,1,1,0,1,1,1,1,1,Concrete Block,Flat,Hardwood,9,9,Sliding,Premium,1974,1,Traditional,2268.0,5.21,1455.0,1455.0,9,426400.0,168,293.06
USA,Modern,Arid,134.0,73.8,3,10,5,3,1,1,0,1,1,1,0,0,Red Brick,Hip,Marble,29,14,Single Hung,Economy,1972,0,Modern,9889.199999999999,22.7,4971.0,14913.0,11,1410709.0,562,94.6
UK,Cottage,Arid,68.0,33.4,1,10,5,5,1,1,1,0,1,0,0,0,Concrete Block,Flat,Ceramic Tile,8,19,Casement,Economy,2004,1,Minimalist,2271.2,5.21,1186.0,1186.0,13,144471.0,125,121.81
Australia,Cottage,Mediterranean,119.9,78.0,3,10,4,4,1,1,1,1,1,1,1,1,Concrete Block,Gable,Hardwood,22,11,Sliding,Premium,1983,1,Rustic,9352.2,21.47,5981.0,17943.0,12,4371351.0,698,243.62
Italy,Victorian,Continental,109.2,67.0,2,11,3,3,1,1,1,1,1,1,1,0,AAC Block,Gable,Hardwood,22,7,Sliding,Premium,1973,0,Contemporary,7316.400000000001,16.8,3421.0,6842.0,10,1740797.0,322,254.43
Germany,Modern,Temperate,97.4,50.1,3,10,2,3,1,1,1,0,1,1,0,0,Steel Frame,Hip,Laminate,10,8,Single Hung,Standard,1997,1,Minimalist,4879.740000000001,11.2,2937.0,8811.0,8,2283094.0,375,259.12
India,Ranch,Tropical,80.0,106.0,2,10,4,3,1,1,1,1,0,1,0,1,Wood Frame,Hip,Vinyl,28,16,Casement,Economy,1979,0,Rustic,8480.0,19.47,5219.0,10438.0,11,283820.0,447,27.19
Spain,Contemporary,Tropical,110.5,61.3,3,9,2,2,2,1,1,0,1,1,1,0,Stone,Gable,Hardwood,28,16,Casement,Premium,1973,0,Traditional,6773.65,15.55,4263.0,12789.0,8,3739464.0,523,292.4
USA,Contemporary,Continental,78.9,91.5,2,9,5,2,1,1,0,1,1,0,0,0,Red Brick,Mansard,Ceramic Tile,12,19,Sliding,Premium,1973,0,Rustic,7219.35,16.57,3449.0,6898.0,10,1616045.0,305,234.28
Italy,Modern,Temperate,95.8,100.1,2,9,2,1,1,1,1,1,1,1,0,0,Red Brick,Gable,Laminate,16,5,Single Hung,Standard,2007,1,Contemporary,9589.58,22.01,6181.0,12362.0,7,2762703.0,466,223.48
Italy,Minimalist,Continental,100.8,42.0,2,12,3,1,2,1,1,1,1,1,1,0,Steel Frame,Gable,Laminate,10,17,Sliding,Standard,2007,0,Contemporary,4233.599999999999,9.72,2960.0,5920.0,9,1459642.0,291,246.56
USA,Traditional,Temperate,62.1,36.3,1,10,3,2,1,1,1,1,1,0,0,0,Wood Frame,Gable,Granite,13,18,Floor to Ceiling,Standard,2019,0,Modern,2254.23,5.18,1451.0,1451.0,9,250321.0,115,172.52
UK,Minimalist,Mediterranean,70.8,25.7,2,11,5,4,2,1,1,1,1,1,0,0,Concrete Block,Hip,Ceramic Tile,14,7,Double Hung,Standard,2008,0,Contemporary,1819.56,4.18,1058.0,2116.0,14,333484.0,155,157.6
USA,Minimalist,Mediterranean,32.2,54.1,2,11,5,3,1,1,1,0,1,0,0,1,Stone,Flat,Ceramic Tile,7,9,Floor to Ceiling,Premium,2003,1,Modern,1742.0200000000002,4.0,948.0,1896.0,11,653970.0,177,344.92
UK,Cottage,Arid,132.3,102.5,1,10,4,5,1,1,1,1,1,1,1,0,Wood Frame,Flat,Ceramic Tile,15,10,Double Hung,Luxury,2008,1,Traditional,13560.750000000002,31.13,7947.0,7947.0,13,3062292.0,342,385.34
Canada,Cottage,Arid,120.7,98.4,2,10,4,2,1,1,1,1,1,0,0,1,AAC Block,Hip,Ceramic Tile,10,5,Casement,Standard,1976,0,Modern,11876.880000000001,27.27,4923.0,9846.0,10,1876808.0,422,190.62
India,Craftsman,Mediterranean,52.0,107.8,1,9,4,2,1,1,1,1,0,1,0,0,Wood Frame,Flat,Vinyl,10,16,Casement,Standard,1964,1,Traditional,5605.599999999999,12.87,2956.0,2956.0,10,184896.0,172,62.55
USA,Colonial,Arid,73.4,97.3,2,10,4,2,1,1,0,0,1,1,1,0,Stone,Hip,Granite,17,12,Sliding,Economy,1982,1,Minimalist,7141.820000000001,16.4,3893.0,7786.0,8,1492342.0,350,191.67
UK,Ranch,Mediterranean,80.5,27.3,2,10,6,4,2,1,1,0,1,0,0,0,Red Brick,Gable,Hardwood,24,18,Double Hung,Standard,2019,1,Contemporary,2197.65,5.05,1361.0,2722.0,14,598251.0,179,219.78
Italy,Ranch,Continental,70.1,61.6,1,10,4,2,1,1,1,1,0,1,0,1,Steel Frame,Hip,Hardwood,9,11,Casement,Premium,2023,1,Minimalist,4318.16,9.91,2898.0,2898.0,10,1042106.0,194,359.59
Australia,Craftsman,Tropical,125.8,25.6,1,11,5,5,1,1,1,1,0,0,0,0,Steel Frame,Shed,Vinyl,8,8,Floor to Ceiling,Standard,2013,0,Traditional,3220.48,7.39,2136.0,2136.0,14,514539.0,139,240.89
India,Cottage,Mediterranean,117.1,28.4,2,11,3,2,1,1,1,1,1,1,0,1,Red Brick,Hip,Laminate,21,6,Floor to Ceiling,Premium,2020,1,Contemporary,3325.64,7.63,1904.0,3808.0,9,348536.0,235,91.53
USA,Victorian,Mediterranean,122.1,70.5,1,11,6,3,1,1,1,1,1,0,0,1,Stone,Flat,Granite,17,19,Sliding,Premium,1969,0,Traditional,8608.05,19.76,4673.0,4673.0,13,1439043.0,236,307.95
Italy,Victorian,Mediterranean,138.5,59.2,2,9,4,3,1,1,1,1,1,1,1,1,Red Brick,Hip,Granite,14,7,Double Hung,Standard,2001,1,Contemporary,8199.2,18.82,5509.0,11018.0,11,2435042.0,465,221.01
Canada,Colonial,Arid,101.4,78.1,2,10,5,2,1,1,0,1,1,1,0,0,Concrete Block,Mansard,Marble,19,6,Sliding,Economy,1969,1,Rustic,7919.34,18.18,4774.0,9548.0,10,1093323.0,384,114.51
UK,Modern,Arid,103.7,31.3,1,9,2,3,1,1,1,1,0,1,0,0,Concrete Block,Gable,Hardwood,18,16,Floor to Ceiling,Standard,2020,1,Minimalist,3245.81,7.45,2071.0,2071.0,9,337448.0,146,162.94
USA,Cottage,Arid,116.6,80.9,1,12,4,2,1,1,1,0,1,0,0,1,Red Brick,Gable,Marble,16,13,Double Hung,Premium,1965,0,Modern,9432.94,21.66,4643.0,4643.0,9,993828.0,246,214.05
USA,Contemporary,Arid,111.7,31.2,2,10,6,3,1,1,0,1,0,0,0,0,Red Brick,Gable,Hardwood,16,7,Casement,Premium,1989,1,Modern,3485.04,8.0,1511.0,3022.0,12,725311.0,189,240.01
USA,Contemporary,Continental,134.4,65.2,3,10,2,3,1,1,0,0,1,1,0,0,Wood Frame,Hip,Hardwood,27,18,Double Hung,Premium,1992,0,Minimalist,8762.880000000001,20.12,4815.0,14445.0,7,3028750.0,554,209.67
Japan,Cottage,Mediterranean,122.4,58.5,3,10,5,1,2,1,1,1,0,1,0,0,Wood Frame,Flat,Ceramic Tile,15,10,Single Hung,Standard,2006,1,Traditional,7160.400000000001,16.44,4210.0,12630.0,11,2921188.0,499,231.29
Germany,Mediterranean,Continental,44.5,46.3,1,10,2,1,1,1,0,1,0,1,1,0,Red Brick,Gable,Laminate,19,16,Casement,Standard,1997,0,Rustic,2060.35,4.73,1258.0,1258.0,6,316587.0,136,251.66
India,Modern,Arid,141.4,54.6,1,10,6,5,2,1,1,1,0,1,1,0,Wood Frame,Gable,Vinyl,11,16,Sliding,Luxury,2016,0,Minimalist,7720.4400000000005,17.72,3918.0,3918.0,16,291491.0,217,74.4
Canada,Contemporary,Continental,112.0,25.0,1,12,3,2,1,1,0,1,1,0,0,0,Concrete Block,Gable,Ceramic Tile,26,8,Double Hung,Standard,1976,1,Traditional,2800.0,6.43,1504.0,1504.0,8,232293.0,122,154.45
India,Traditional,Mediterranean,45.3,55.8,2,9,4,1,1,1,1,1,1,1,0,0,Red Brick,Gable,Laminate,22,7,Single Hung,Standard,1966,0,Contemporary,2527.74,5.8,1288.0,2576.0,9,113853.0,168,44.2
France,Minimalist,Mediterranean,122.6,32.4,2,11,1,2,1,1,0,0,1,0,0,0,Red Brick,Mansard,Vinyl,18,8,Sliding,Premium,1963,1,Rustic,3972.24,9.12,2461.0,4922.0,5,1329767.0,251,270.17
France,Cottage,Arid,73.0,112.5,1,10,3,2,2,1,1,0,1,1,0,0,Wood Frame,Flat,Laminate,22,8,Double Hung,Economy,1995,0,Traditional,8212.5,18.85,5097.0,5097.0,9,664982.0,241,130.47
USA,Mediterranean,Mediterranean,126.7,32.1,1,9,4,2,2,1,1,1,0,0,1,0,Red Brick,Gable,Hardwood,13,13,Sliding,Luxury,1989,1,Traditional,4067.07,9.34,2167.0,2167.0,11,673181.0,167,310.65
UK,Traditional,Continental,144.6,115.5,3,11,3,1,1,1,0,1,1,0,1,0,Red Brick,Gable,Laminate,22,15,Double Hung,Premium,1980,1,Contemporary,16701.3,38.34,10425.0,31275.0,7,8966835.0,1073,286.71
Australia,Minimalist,Temperate,60.6,71.7,3,9,4,2,2,1,1,1,1,1,0,0,Wood Frame,Gable,Marble,20,17,Single Hung,Economy,2007,0,Rustic,4345.02,9.97,2192.0,6576.0,11,749744.0,315,114.01
USA,Minimalist,Mediterranean,132.9,73.8,1,11,4,5,1,1,1,0,1,1,1,0,Red Brick,Flat,Ceramic Tile,7,10,Sliding,Economy,2020,0,Modern,9808.02,22.52,4171.0,4171.0,12,479923.0,230,115.06
UK,Colonial,Continental,122.8,99.9,1,10,6,3,1,1,0,1,1,1,1,1,Wood Frame,Hip,Hardwood,15,8,Floor to Ceiling,Premium,2018,1,Rustic,12267.720000000001,28.16,5185.0,5185.0,12,1188726.0,276,229.26
Japan,Modern,Continental,110.5,91.1,3,9,4,2,2,1,0,0,1,0,1,0,AAC Block,Hip,Hardwood,14,12,Floor to Ceiling,Standard,1995,0,Rustic,10066.55,23.11,4229.0,12687.0,9,2416238.0,522,190.45
Italy,Cottage,Continental,76.2,47.5,2,9,4,4,1,1,0,1,1,0,0,1,Stone,Mansard,Hardwood,8,18,Double Hung,Premium,1979,0,Minimalist,3619.5,8.31,2167.0,4334.0,11,1821369.0,253,420.25
India,Mediterranean,Mediterranean,43.2,27.4,3,11,2,4,1,1,0,1,1,0,0,1,Red Brick,Shed,Vinyl,25,15,Sliding,Premium,2016,1,Traditional,1183.68,2.72,732.0,2196.0,9,237485.0,208,108.14
Canada,Craftsman,Temperate,88.1,99.0,2,11,1,1,2,1,1,1,1,0,0,0,Concrete Block,Hip,Ceramic Tile,15,18,Casement,Luxury,1989,1,Rustic,8721.9,20.02,4219.0,8438.0,7,2399831.0,351,284.41
India,Colonial,Arid,42.7,37.3,2,10,4,2,2,1,0,0,1,0,0,0,Red Brick,Hip,Vinyl,7,8,Floor to Ceiling,Premium,1966,0,Modern,1592.71,3.66,667.0,1334.0,9,78100.0,146,58.55
Spain,Victorian,Arid,90.0,81.8,1,11,6,4,2,1,1,1,1,0,1,0,Concrete Block,Hip,Marble,16,15,Sliding,Premium,1985,0,Rustic,7362.0,16.9,3358.0,3358.0,15,512839.0,196,152.72
Japan,Traditional,Mediterranean,128.4,114.6,3,11,3,3,1,1,1,0,1,0,1,0,AAC Block,Flat,Marble,11,17,Sliding,Premium,2019,1,Contemporary,14714.64,33.78,7682.0,23046.0,9,8537418.0,830,370.45
Canada,Craftsman,Mediterranean,149.7,77.2,2,10,1,3,1,1,0,1,1,0,0,0,AAC Block,Flat,Hardwood,29,18,Casement,Standard,2011,0,Minimalist,11556.84,26.53,6488.0,12976.0,7,2428605.0,487,187.16
India,Traditional,Tropical,53.8,52.1,1,9,3,3,2,1,1,1,1,0,1,0,AAC Block,Shed,Laminate,28,10,Floor to Ceiling,Standard,1991,0,Contemporary,2802.98,6.43,1816.0,1816.0,11,129679.0,146,71.41
